0	0 0 0 1 0 0
1	0 0 1 0 0 0
2	0 0 1 0 0 0
3	0 0 0 0 1 0
4	0 0 1 0 0 0
5	0 0 0 0 1 0
6	0 1 0 0 0 0
7	0 0 0 0 1 0
8	0 0 0 0 1 0
9	0 0 0 0 0 1
10	1 0 0 0 0 0
11	0 0 0 0 0 1
12	0 0 0 0 0 1
13	0 0 0 0 1 0
14	1 0 0 0 0 0
15	1 0 0 0 0 0
16	0 1 0 0 0 0
17	0 0 0 0 1 0
18	0 0 0 0 1 0
19	0 0 1 0 0 0
20	1 0 0 0 0 0
21	0 0 1 0 0 0
22	0 0 1 0 0 0
23	0 0 0 1 0 0
24	0 0 1 0 0 0
25	0 0 0 0 1 0
26	0 0 0 0 0 1
27	0 1 0 0 0 0
28	1 0 0 0 0 0
29	0 0 1 0 0 0
30	0 0 1 0 0 0
31	0 0 0 0 0 1
32	0 0 0 0 1 0
33	0 0 0 0 1 0
34	0 0 0 0 0 1
35	0 0 0 1 0 0
36	0 0 1 0 0 0
37	0 0 0 1 0 0
38	0 1 0 0 0 0
39	0 0 1 0 0 0
40	0 0 0 0 1 0
41	0 0 0 0 0 1
42	1 0 0 0 0 0
43	0 0 0 0 0 1
44	0 0 1 0 0 0
45	0 0 1 0 0 0
46	0 0 1 0 0 0
47	0 0 0 1 0 0
48	0 0 0 0 1 0
49	0 0 0 1 0 0
50	1 0 0 0 0 0
51	0 0 0 1 0 0
52	0 0 0 0 0 1
53	0 0 0 1 0 0
54	0 0 0 0 0 1
55	0 0 0 1 0 0
56	0 0 0 0 0 1
57	0 0 0 0 0 1
58	0 0 0 1 0 0
59	0 0 0 0 1 0
60	0 0 1 0 0 0
61	0 0 0 0 1 0
62	0 0 0 0 1 0
63	0 0 1 0 0 0
64	0 0 0 0 1 0
65	0 0 1 0 0 0
66	1 0 0 0 0 0
67	0 0 0 0 1 0
68	0 0 0 0 0 1
69	0 0 1 0 0 0
70	0 0 0 0 0 1
71	0 0 1 0 0 0
72	1 0 0 0 0 0
73	0 0 0 0 1 0
74	0 0 0 1 0 0
75	1 0 0 0 0 0
76	0 0 0 1 0 0
77	0 0 1 0 0 0
78	0 0 1 0 0 0
79	1 0 0 0 0 0
80	0 0 0 0 1 0
81	1 0 0 0 0 0
82	0 0 1 0 0 0
83	0 0 0 1 0 0
84	1 0 0 0 0 0
85	1 0 0 0 0 0
86	0 0 1 0 0 0
87	0 1 0 0 0 0
88	0 0 1 0 0 0
89	0 0 0 0 0 1
90	1 0 0 0 0 0
91	0 1 0 0 0 0
92	0 0 1 0 0 0
93	0 1 0 0 0 0
94	0 1 0 0 0 0
95	0 0 0 0 0 1
96	0 0 0 0 1 0
97	0 1 0 0 0 0
98	0 0 0 0 1 0
99	0 1 0 0 0 0
100	0 0 0 1 0 0
101	0 0 1 0 0 0
102	0 0 0 0 1 0
103	0 0 1 0 0 0
104	0 0 0 0 0 1
105	1 0 0 0 0 0
106	0 0 0 1 0 0
107	0 0 0 0 1 0
108	0 0 0 0 1 0
109	0 1 0 0 0 0
110	1 0 0 0 0 0
111	0 0 1 0 0 0
112	0 0 0 0 1 0
113	0 0 0 0 1 0
114	0 0 0 0 0 1
115	1 0 0 0 0 0
116	0 0 1 0 0 0
117	1 0 0 0 0 0
118	1 0 0 0 0 0
119	0 0 0 0 1 0
120	0 1 0 0 0 0
121	0 0 0 0 0 1
122	0 0 0 0 0 1
123	0 0 0 0 1 0
124	0 1 0 0 0 0
125	0 0 0 0 0 1
126	0 1 0 0 0 0
127	0 0 1 0 0 0
128	0 0 0 0 1 0
129	0 1 0 0 0 0
