0	0 1 0
1	0 0 1
2	0 0 1
3	1 0 0
4	1 0 0
5	0 1 0
6	0 1 0
7	0 1 0
8	0 0 1
9	0 0 1
10	0 0 1
11	0 1 0
12	0 1 0
13	0 1 0
14	0 1 0
15	1 0 0
16	0 0 1
17	1 0 0
18	0 0 1
19	1 0 0
20	1 0 0
21	0 0 1
22	0 0 1
23	0 1 0
24	1 0 0
25	0 1 0
26	1 0 0
27	0 0 1
28	0 0 1
29	0 1 0
30	1 0 0
31	1 0 0
32	0 1 0
33	1 0 0
34	0 1 0
35	0 1 0
36	1 0 0
37	1 0 0
38	0 0 1
39	1 0 0
40	0 0 1
41	0 0 1
42	0 0 1
43	0 0 1
44	1 0 0
45	0 1 0
46	0 1 0
47	1 0 0
48	0 1 0
49	0 0 1
50	1 0 0
51	0 0 1
52	1 0 0
53	1 0 0
54	0 1 0
55	0 0 1
56	1 0 0
57	0 0 1
58	0 1 0
59	1 0 0
60	1 0 0
61	0 1 0
62	0 0 1
63	0 1 0
64	1 0 0
65	0 0 1
66	0 1 0
67	1 0 0
68	0 1 0
69	1 0 0
70	0 1 0
71	1 0 0
72	0 0 1
73	0 1 0
74	0 0 1
75	0 0 1
76	0 1 0
77	1 0 0
78	0 0 1
79	1 0 0
80	0 1 0
81	1 0 0
82	1 0 0
83	0 0 1
84	1 0 0
85	0 1 0
86	0 1 0
87	0 1 0
88	1 0 0
89	0 0 1
90	0 1 0
91	1 0 0
92	0 0 1
93	1 0 0
94	1 0 0
95	0 1 0
96	0 1 0
97	0 0 1
98	1 0 0
99	1 0 0
100	0 0 1
101	0 0 1
102	1 0 0
103	0 1 0
104	0 1 0
105	0 1 0
106	0 1 0
107	0 1 0
108	0 0 1
109	1 0 0
110	1 0 0
111	1 0 0
112	0 1 0
113	0 1 0
114	0 0 1
115	0 0 1
116	0 1 0
117	1 0 0
118	0 1 0
119	0 0 1
120	0 0 1
121	0 1 0
122	1 0 0
123	0 1 0
124	0 1 0
125	1 0 0
126	1 0 0
127	1 0 0
128	0 0 1
129	0 1 0
130	0 1 0
131	0 1 0
132	0 1 0
133	0 1 0
134	1 0 0
135	0 0 1
136	0 0 1
137	1 0 0
138	1 0 0
139	0 1 0
140	0 0 1
141	0 1 0
142	0 1 0
143	0 1 0
144	0 0 1
145	0 0 1
146	0 0 1
147	0 0 1
148	0 1 0
149	0 1 0
150	1 0 0
151	0 1 0
152	1 0 0
153	0 0 1
154	0 0 1
155	0 0 1
156	1 0 0
157	0 0 1
158	0 0 1
159	0 1 0
160	0 1 0
161	0 1 0
162	0 0 1
163	1 0 0
164	1 0 0
165	1 0 0
166	0 1 0
167	0 0 1
168	0 1 0
169	1 0 0
170	1 0 0
171	0 1 0
172	1 0 0
173	0 1 0
174	1 0 0
175	1 0 0
176	0 0 1
177	0 0 1
178	0 1 0
179	0 0 1
180	0 0 1
181	0 1 0
182	0 0 1
183	0 1 0
184	0 0 1
185	0 0 1
186	0 1 0
187	1 0 0
188	1 0 0
189	1 0 0
190	0 0 1
191	1 0 0
192	1 0 0
193	0 0 1
194	1 0 0
195	0 1 0
196	1 0 0
197	0 0 1
198	0 0 1
199	0 1 0
200	0 0 1
201	1 0 0
202	1 0 0
203	0 0 1
204	1 0 0
205	1 0 0
206	0 0 1
207	0 0 1
208	1 0 0
209	0 1 0
210	1 0 0
211	1 0 0
212	1 0 0
213	1 0 0
214	0 0 1
215	1 0 0
216	1 0 0
217	0 1 0
218	0 1 0
219	1 0 0
220	1 0 0
221	0 1 0
222	0 0 1
223	0 1 0
224	0 0 1
225	0 1 0
226	0 1 0
227	0 0 1
228	0 0 1
229	0 0 1
230	0 1 0
231	0 0 1
232	1 0 0
233	0 0 1
234	0 0 1
235	0 0 1
236	0 1 0
237	1 0 0
238	1 0 0
239	1 0 0
240	0 1 0
241	0 0 1
242	0 0 1
243	0 0 1
244	1 0 0
245	1 0 0
246	0 1 0
247	1 0 0
248	0 1 0
249	0 0 1
250	0 1 0
251	0 1 0
252	0 1 0
253	0 0 1
254	0 0 1
255	0 0 1
256	0 1 0
257	1 0 0
258	1 0 0
259	0 0 1
260	0 0 1
261	0 0 1
262	0 0 1
263	1 0 0
264	0 0 1
265	0 1 0
266	0 0 1
267	0 1 0
268	1 0 0
269	1 0 0
270	0 1 0
271	1 0 0
272	0 1 0
273	0 0 1
274	0 0 1
275	0 0 1
276	0 0 1
277	0 0 1
278	0 0 1
279	1 0 0
280	0 1 0
281	1 0 0
282	1 0 0
283	1 0 0
284	1 0 0
285	0 0 1
286	1 0 0
287	1 0 0
288	1 0 0
289	0 1 0
290	1 0 0
291	0 1 0
292	1 0 0
293	1 0 0
294	1 0 0
295	0 0 1
296	0 1 0
297	0 1 0
298	0 1 0
299	0 1 0
300	0 0 1
301	1 0 0
302	0 1 0
303	0 1 0
304	1 0 0
305	1 0 0
306	1 0 0
307	1 0 0
308	1 0 0
309	0 1 0
310	0 1 0
311	0 1 0
312	1 0 0
313	1 0 0
314	1 0 0
315	0 0 1
316	0 1 0
317	0 0 1
318	0 1 0
319	1 0 0
320	0 0 1
321	0 0 1
322	1 0 0
323	0 1 0
324	0 0 1
325	0 1 0
326	0 1 0
327	0 0 1
328	0 1 0
329	0 0 1
330	0 1 0
331	0 1 0
332	0 1 0
333	1 0 0
334	1 0 0
335	1 0 0
336	1 0 0
337	1 0 0
338	0 1 0
339	0 0 1
340	0 0 1
341	0 1 0
342	0 1 0
343	1 0 0
344	0 0 1
345	0 1 0
346	0 0 1
347	0 0 1
348	0 1 0
349	1 0 0
350	1 0 0
351	1 0 0
352	0 0 1
353	0 0 1
354	0 1 0
355	0 0 1
356	0 0 1
357	1 0 0
358	1 0 0
359	0 1 0
360	1 0 0
361	1 0 0
362	0 0 1
363	0 0 1
364	1 0 0
365	0 1 0
366	0 1 0
367	0 1 0
368	1 0 0
369	0 1 0
370	1 0 0
371	0 1 0
372	0 1 0
373	1 0 0
374	0 1 0
375	0 0 1
376	0 0 1
377	0 1 0
378	0 0 1
379	1 0 0
380	0 1 0
381	1 0 0
382	0 1 0
383	1 0 0
384	0 1 0
385	1 0 0
386	0 0 1
387	0 1 0
388	0 1 0
389	1 0 0
390	0 1 0
391	0 0 1
392	0 1 0
393	0 0 1
394	0 0 1
395	0 0 1
396	0 0 1
397	1 0 0
398	0 1 0
399	0 0 1
400	1 0 0
401	0 1 0
402	0 0 1
403	1 0 0
404	0 1 0
405	0 0 1
406	1 0 0
407	1 0 0
408	0 1 0
409	1 0 0
410	0 1 0
411	0 0 1
412	0 0 1
413	1 0 0
414	1 0 0
415	1 0 0
416	0 1 0
417	0 1 0
418	0 0 1
419	1 0 0
420	1 0 0
421	0 0 1
422	0 1 0
423	0 0 1
424	0 0 1
425	0 0 1
426	0 0 1
427	0 0 1
428	1 0 0
429	0 1 0
430	1 0 0
431	0 0 1
432	0 1 0
433	0 0 1
434	1 0 0
435	0 1 0
436	0 1 0
437	0 0 1
438	0 0 1
439	0 1 0
440	0 0 1
441	0 1 0
442	0 0 1
443	0 0 1
444	0 1 0
445	1 0 0
446	0 0 1
447	0 1 0
448	1 0 0
449	1 0 0
450	0 1 0
451	0 0 1
452	1 0 0
453	1 0 0
454	1 0 0
455	1 0 0
456	1 0 0
457	1 0 0
458	0 0 1
459	0 1 0
460	0 1 0
461	0 1 0
462	1 0 0
463	0 0 1
464	0 1 0
465	0 0 1
466	0 0 1
467	1 0 0
468	0 0 1
469	0 0 1
470	0 1 0
471	0 0 1
472	1 0 0
473	0 1 0
474	0 0 1
475	1 0 0
476	1 0 0
477	0 0 1
478	0 1 0
479	0 1 0
480	0 1 0
481	1 0 0
482	1 0 0
483	1 0 0
484	0 1 0
485	0 1 0
486	0 1 0
487	0 0 1
488	0 0 1
489	0 1 0
490	0 1 0
491	1 0 0
