0	0	2630
0	0	3301
0	4	2548
0	4	4026
1	1	2858
1	0	2107
1	0	4348
1	0	2130
1	3	514
1	1	3345
1	1	4221
1	3	1171
1	3	3029
1	1	3919
2	4	4104
2	1	3806
2	0	745
2	4	2959
2	4	2004
2	1	271
2	4	2366
2	2	2035
2	1	4267
2	3	4360
2	4	2021
2	1	1560
2	4	2440
2	3	1477
2	0	1409
2	3	1429
3	4	345
3	2	305
3	1	4504
3	0	1209
3	1	395
3	0	2992
3	0	974
3	2	75
3	0	3392
3	1	1675
4	0	4728
5	1	1737
6	3	1735
6	3	4586
6	3	1281
6	0	4041
6	1	2863
6	2	1413
6	0	2982
6	4	96
6	3	721
6	1	3048
6	4	4667
6	1	1983
7	0	4007
7	0	3754
7	0	389
7	2	1368
7	3	4128
7	0	1259
7	4	1306
8	1	3102
8	2	1456
8	1	2752
8	1	2273
8	0	3028
8	2	667
8	3	222
8	2	2730
8	1	3946
8	0	2549
8	1	3521
9	2	2529
9	3	2925
9	0	2350
9	4	3860
9	2	4685
9	1	1379
9	1	4025
9	1	702
9	0	3813
9	4	2420
9	1	2856
9	3	4765
9	2	4267
9	1	1081
10	3	3606
10	2	1875
10	2	1367
10	3	2957
10	0	2872
10	3	3869
10	1	861
11	0	1317
11	0	4869
11	2	2258
11	2	2095
11	2	2999
11	2	4497
11	2	3559
11	0	3651
11	0	749
12	4	2995
12	2	1550
12	2	1062
12	0	2304
12	2	3939
13	4	4064
13	4	2187
13	2	254
13	3	4900
13	0	1585
13	2	2873
13	4	188
13	1	217
13	1	3812
13	0	4285
14	0	1329
14	0	665
14	3	2146
14	1	4743
14	2	3307
14	3	4349
14	2	4312
15	3	1528
15	4	2778
15	4	2906
15	2	1564
16	0	1028
16	3	3248
16	4	1233
16	2	4114
16	2	4362
16	3	919
16	3	1897
16	2	3392
16	1	818
16	1	131
16	4	3286
17	4	3180
17	0	4726
17	0	579
17	0	2862
17	3	3506
17	4	1708
17	1	3696
17	4	1736
17	2	3795
17	3	1465
17	3	2543
17	1	1458
17	0	3198
17	0	4356
17	1	4565
17	4	2790
17	0	2608
18	2	3114
18	2	4831
18	1	4572
18	1	3083
18	0	2967
18	2	3908
18	4	794
18	1	3961
18	2	212
19	1	249
19	0	575
19	2	4135
19	4	3130
19	4	1436
19	0	710
19	0	4462
20	0	1137
20	1	2058
20	2	198
20	4	1439
20	1	3730
20	1	3034
20	0	4245
20	0	2310
20	2	328
20	2	4237
20	3	2136
20	0	3050
21	0	582
21	2	2354
21	3	3011
21	0	2062
22	4	3108
22	3	2432
22	3	4291
22	3	4659
22	2	1826
22	4	4994
22	4	1784
22	2	4219
22	1	1733
22	1	294
23	0	2808
23	3	1136
23	3	746
23	4	2701
23	1	1466
23	3	4950
23	2	995
24	2	629
24	3	2415
24	4	1521
24	2	3277
24	0	2884
24	4	3804
24	4	732
24	2	4176
24	0	578
24	3	4597
24	4	3471
24	2	4053
24	0	4425
25	3	1744
25	3	4540
25	1	3533
25	2	4482
25	0	2208
25	0	3132
25	1	4191
25	2	4730
26	4	4379
26	3	3610
26	1	498
27	4	1626
27	1	1528
27	2	4139
27	2	1095
27	1	14
27	0	4127
28	4	4774
28	1	3694
28	2	3460
28	2	2173
29	0	3103
30	2	1001
30	1	2614
30	3	4050
30	0	2567
30	0	1177
30	2	841
30	4	602
30	2	1918
30	3	2583
30	4	3090
30	0	4572
30	1	4834
30	1	118
30	0	2877
30	2	899
30	0	2732
31	0	3410
31	0	4675
31	0	4268
31	4	1857
31	4	3257
31	3	3425
31	4	1311
31	0	2282
31	4	3054
31	2	2392
31	0	695
31	0	3012
31	3	988
31	2	1872
31	2	579
32	2	4838
32	1	194
32	4	2057
32	1	1202
32	3	3526
32	2	1
32	2	3624
32	0	713
33	0	3536
33	4	3318
33	4	431
33	3	215
33	2	2947
33	0	4720
34	0	4885
34	4	1154
34	0	1411
34	4	2738
34	2	592
34	3	4257
34	3	818
34	3	4795
34	4	2486
34	3	3158
34	3	2411
34	2	3675
35	1	4626
35	0	2132
35	4	400
35	0	4471
35	3	2658
35	4	3645
35	3	2480
36	4	4529
36	3	4093
36	1	2839
36	0	3847
36	1	1353
36	4	1639
36	4	2231
36	1	787
36	2	1162
36	3	3615
36	4	2551
36	1	1165
36	1	941
36	1	3867
37	4	330
38	1	1588
38	4	4044
39	0	85
40	4	2934
40	2	4030
40	1	3298
40	0	4314
40	1	4276
40	4	2747
40	1	1245
40	1	2921
40	0	681
40	0	4456
41	1	2782
41	2	2592
41	4	4542
41	1	3989
41	2	1628
41	3	3553
41	2	1267
41	1	4884
41	0	4116
41	1	4646
41	4	4412
41	2	1262
41	0	4150
41	2	1618
41	1	4203
41	0	643
41	4	4600
42	4	2177
42	1	196
42	2	3205
42	1	3218
42	2	3626
42	1	2598
42	2	2173
42	1	1882
43	4	3793
43	2	270
43	1	4634
43	1	3998
43	2	4465
43	0	2077
43	3	2693
44	0	2188
44	1	4076
44	0	125
44	2	3851
44	2	3741
44	3	2845
44	1	2388
44	3	1880
44	3	1091
44	0	1328
44	2	3650
44	4	3268
45	2	1326
45	2	1323
45	3	2011
45	0	3883
45	0	4289
45	4	4906
45	4	1937
45	0	1429
46	0	1915
46	4	3729
46	3	595
46	0	3380
46	2	1338
46	4	444
46	4	3922
46	1	1919
46	2	748
46	2	1629
46	0	2445
46	4	1197
47	3	727
47	0	2680
47	1	3335
47	0	3737
47	4	3338
47	1	2873
47	2	3432
47	3	2667
48	2	1686
48	1	888
48	4	3749
48	4	1608
49	1	4278
50	1	1525
50	4	1739
50	2	3959
50	4	3437
50	0	3364
50	3	3254
50	3	3639
50	2	1918
50	4	461
50	1	1005
50	0	357
50	0	2618
50	3	1197
50	0	3826
51	4	303
51	0	1009
51	0	2520
52	3	1045
52	4	3246
52	2	4841
52	3	3044
52	0	2119
52	1	1341
53	2	4774
53	2	2923
53	2	3203
53	1	3088
54	4	112
54	2	2611
55	0	4639
55	1	4831
55	2	990
55	2	2582
55	1	4600
55	3	322
55	1	65
55	2	1027
55	4	3331
56	4	1506
56	1	3085
56	2	4762
56	0	3658
56	0	303
56	2	4587
56	2	4458
56	4	4307
56	0	2225
57	0	3260
57	1	1182
57	4	1573
57	0	1201
57	3	912
57	4	4730
57	4	4725
57	4	343
57	1	2256
57	2	219
57	0	2535
57	2	1595
57	1	3146
57	4	4024
58	3	3899
58	3	3841
58	2	3487
58	3	2647
59	0	301
60	2	3359
60	3	3195
60	0	2836
60	4	763
60	1	885
60	1	1069
60	4	1792
60	3	415
60	2	2485
60	4	857
60	0	507
60	2	2586
60	2	1498
61	0	1947
61	0	2542
61	0	3304
61	0	4665
61	2	3508
61	4	707
62	3	3019
62	1	2312
62	4	4653
62	2	545
62	4	2166
62	3	261
62	4	1420
62	2	3910
62	1	95
62	2	3206
62	0	3997
62	4	1020
62	2	3011
62	1	3217
63	0	967
64	3	234
64	4	637
64	0	3873
64	2	3607
64	2	4001
64	0	3841
64	4	3370
64	1	2896
64	1	978
64	2	2099
64	1	3569
64	1	23
64	1	4439
64	4	2212
64	2	1845
64	4	1271
64	2	3883
65	4	3203
65	4	311
65	1	2102
65	1	3782
66	2	2776
66	2	3973
66	1	288
66	2	402
66	3	2951
66	0	4165
66	4	1578
66	1	49
66	0	3698
66	2	812
66	1	2627
66	3	3473
66	0	4385
66	1	3669
66	3	377
67	1	791
67	1	4855
67	4	3323
67	4	1204
67	1	3705
67	4	1806
68	0	3407
68	4	2643
68	1	3965
68	0	3120
68	4	2102
68	2	3037
68	4	4061
68	1	1284
68	3	1397
68	2	1071
68	0	1420
68	2	303
68	4	3185
68	0	4608
68	0	1566
68	0	548
69	3	4854
69	3	4747
69	4	2897
69	1	1599
69	0	2326
69	4	3472
69	2	1680
69	1	545
69	0	1892
69	4	223
69	1	1270
69	4	3253
69	4	3575
69	2	4632
70	0	4258
70	0	1054
70	1	3015
70	1	271
70	0	2424
70	2	3407
70	1	4020
70	1	4855
70	1	541
70	4	3702
70	0	2050
71	0	1631
71	3	765
71	4	2194
71	0	1231
71	0	4356
71	2	1076
71	3	4793
71	2	4481
71	3	2352
71	3	2708
71	2	3884
71	1	2635
71	0	1336
71	2	2622
72	0	4657
72	0	1724
72	2	1999
72	1	1206
72	0	1565
72	2	4638
72	0	1778
72	1	4612
72	1	3244
72	2	1276
73	2	1438
73	0	2457
73	3	529
73	1	951
73	3	4203
73	2	1805
73	1	2757
73	2	1666
74	4	628
74	3	3488
74	1	2866
74	2	3280
74	3	2690
74	1	3883
74	4	3543
74	3	2188
74	2	2218
74	1	2060
74	4	1188
74	4	440
74	3	1347
74	4	2618
74	3	3169
75	2	3366
76	1	2194
76	1	2239
76	3	3851
76	2	4715
76	1	4440
77	0	1784
77	0	2106
77	3	1973
77	2	1285
77	2	3733
77	3	3179
77	2	3101
77	4	1558
77	3	4413
77	0	4835
77	4	268
77	0	3936
77	1	2478
77	3	1803
77	3	1580
78	0	4923
78	4	1060
78	0	155
78	1	1659
79	1	1686
79	2	2277
79	1	3626
79	4	3681
79	3	1352
79	2	1294
79	0	1595
79	4	2869
79	0	1067
80	2	1651
80	2	4830
80	4	3822
80	2	3865
80	2	1665
80	1	3210
80	0	485
80	3	368
80	0	3524
81	3	3566
82	2	2809
82	3	3850
82	2	2082
82	2	963
82	3	2665
82	3	4727
82	1	2549
82	1	2054
82	4	3807
83	2	1755
83	0	4579
83	0	4987
83	2	4907
83	4	4887
83	4	4775
84	2	296
84	4	3765
84	3	2003
85	0	4521
85	2	1130
85	0	1846
85	2	1339
85	4	2936
85	2	802
85	3	4194
85	0	1999
85	0	4129
85	3	1435
85	4	2518
85	0	2321
85	2	2749
85	3	226
85	2	3954
85	3	4281
85	0	1825
86	3	2661
86	2	2605
86	0	891
86	2	108
86	1	2456
87	4	2119
87	1	3507
87	4	400
87	4	1548
