0	1
1	1
2	0
3	0
4	1
5	0
6	0
7	1
8	1
9	0
10	0
11	1
12	1
13	0
14	1
15	0
16	0
17	1
18	1
19	0
20	1
21	1
22	1
23	1
24	1
25	0
26	0
27	0
28	0
29	1
30	0
31	1
32	1
33	1
34	0
35	0
36	0
37	1
38	0
39	0
40	0
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	0
49	1
50	1
51	1
52	1
53	0
54	1
55	0
56	1
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	1
65	0
66	1
67	1
68	0
69	1
70	1
71	0
72	1
73	1
74	0
75	0
76	0
77	0
78	0
79	1
80	0
81	1
82	1
83	1
84	1
85	1
86	0
87	0
88	0
89	0
90	1
91	0
92	0
93	0
94	1
95	1
96	1
97	1
98	0
99	0
100	0
101	0
102	0
103	1
104	0
105	1
106	1
107	1
108	1
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	1
117	1
118	0
119	0
120	0
121	0
122	1
123	1
124	1
125	0
126	0
127	1
128	0
129	1
130	0
131	1
132	0
133	0
134	0
135	0
136	1
137	1
138	1
139	0
140	0
141	0
142	1
143	0
144	1
145	0
146	0
147	1
148	1
149	0
150	1
151	0
152	1
153	0
154	1
155	0
156	1
157	0
158	1
159	0
160	1
161	0
162	1
163	1
164	0
165	0
166	0
167	1
168	0
169	0
170	1
171	0
172	0
173	1
174	0
175	1
176	0
177	1
178	0
179	1
180	0
181	0
182	0
183	1
184	0
185	0
186	1
187	0
188	1
189	1
190	0
191	1
192	1
193	0
194	0
195	0
196	1
197	0
198	0
199	1
200	1
201	0
202	0
203	1
204	1
205	0
206	0
207	0
208	1
209	1
210	1
211	0
212	0
213	1
214	0
215	1
216	1
217	1
218	0
219	0
220	1
221	0
222	1
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	1
232	0
233	0
234	0
235	1
236	1
237	0
238	0
239	1
240	1
241	1
242	0
243	1
244	0
245	0
246	1
247	1
248	0
249	1
250	1
251	0
252	0
253	0
254	1
255	0
256	1
257	0
258	0
259	0
260	1
261	0
262	1
263	1
264	1
265	0
266	0
267	1
268	0
269	0
270	1
271	0
272	0
273	0
274	1
275	0
276	0
277	0
278	0
279	0
280	0
281	1
282	1
283	1
284	0
285	1
286	0
287	0
288	0
289	0
290	1
291	0
292	1
293	0
294	1
295	1
296	0
297	1
298	0
299	0
300	0
301	1
302	0
303	1
304	1
305	1
306	0
307	0
308	0
309	0
310	1
311	0
312	0
313	1
314	1
315	0
316	0
317	0
318	0
319	0
320	1
321	0
322	0
323	1
324	1
325	1
326	1
327	1
328	0
329	1
330	0
331	1
332	1
333	1
334	0
335	1
336	0
337	0
338	0
339	1
340	0
341	1
342	1
343	0
344	0
345	1
346	1
347	0
348	1
349	1
350	1
351	0
352	0
353	0
354	1
355	0
356	1
357	0
358	1
359	0
360	0
361	1
362	1
363	0
364	1
365	0
366	0
367	1
368	0
369	0
370	1
371	0
372	0
373	0
374	0
375	1
376	1
377	0
378	1
379	0
380	1
381	1
382	1
383	0
384	0
385	1
386	0
387	1
388	0
389	1
390	1
391	0
392	0
393	1
394	0
395	1
396	0
397	1
398	1
399	1
400	0
401	0
402	1
403	0
404	1
405	1
406	0
407	0
408	1
409	0
410	1
411	0
412	0
413	1
414	0
415	0
416	0
417	1
418	1
419	0
420	0
421	0
422	1
423	0
424	1
425	1
426	0
427	0
428	1
429	1
430	1
431	0
432	1
433	0
434	1
435	1
436	0
437	1
438	0
439	0
440	0
441	1
442	0
443	0
444	0
445	1
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	1
454	0
455	0
456	0
457	0
458	0
459	0
460	1
461	0
462	1
463	0
464	0
465	1
466	0
467	0
468	0
469	0
470	0
471	0
472	1
473	0
474	1
475	1
476	0
477	0
478	0
479	0
480	1
481	1
482	0
483	0
484	1
485	1
486	0
487	0
488	0
489	0
490	0
491	0
492	1
493	0
494	1
495	1
496	1
497	1
498	0
499	0
500	1
501	1
502	0
503	1
504	0
505	1
506	0
507	0
508	1
509	0
510	0
511	0
512	0
513	1
514	0
515	0
516	1
517	1
518	0
519	0
520	0
521	0
522	0
523	1
524	1
525	0
526	1
527	0
528	0
529	1
530	1
531	0
532	0
533	0
534	1
535	0
536	0
537	0
538	1
539	1
540	0
541	0
542	1
543	0
544	0
545	0
546	0
547	1
548	1
549	0
550	0
551	0
552	0
553	0
554	1
555	1
556	0
557	1
558	1
559	0
560	0
561	1
562	0
563	1
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	1
573	1
574	1
575	1
576	1
577	0
578	1
579	1
580	0
581	0
582	1
583	1
584	0
585	0
586	0
587	0
588	0
589	1
590	0
591	1
592	1
593	1
594	1
595	1
596	1
597	1
598	0
599	0
600	1
601	0
602	1
603	0
604	0
605	0
606	0
607	1
608	1
609	0
610	1
611	0
612	1
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	1
623	1
624	1
625	1
626	1
627	0
628	0
629	0
630	0
631	0
632	1
633	0
634	1
635	0
636	1
637	0
638	1
639	1
640	1
641	0
642	0
643	1
644	1
645	1
646	0
647	1
648	0
649	1
650	1
651	0
652	1
653	0
654	0
655	0
656	0
657	1
658	0
659	0
660	0
661	0
662	0
663	1
664	1
665	1
666	1
667	1
668	0
669	1
670	1
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	1
679	0
680	1
681	1
682	1
683	1
684	1
685	1
686	0
687	1
688	1
689	0
690	1
691	1
692	0
693	1
694	0
695	1
696	1
697	0
698	1
699	1
700	0
701	1
702	0
703	0
704	1
705	0
706	0
707	1
708	0
709	1
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	1
718	1
719	1
720	0
721	1
722	1
723	0
724	1
725	0
726	1
727	0
728	0
729	1
730	1
731	0
732	1
733	0
734	1
735	1
736	0
737	0
738	0
739	0
740	1
741	1
742	0
743	0
744	0
745	1
746	0
747	1
748	0
749	1
750	0
751	0
752	1
753	0
754	0
755	1
756	1
757	1
758	1
759	0
760	1
761	1
762	0
763	0
764	1
765	0
766	1
767	0
768	0
769	1
770	1
771	1
772	0
773	0
774	0
775	1
776	1
777	1
778	0
779	0
780	1
781	0
782	1
783	1
784	1
785	0
786	1
787	1
788	0
789	0
790	0
791	0
792	1
793	1
794	1
795	0
796	1
797	1
798	0
799	1
800	0
801	1
802	1
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	1
811	0
812	0
813	1
