0	0 0 1
1	0 0 1
2	0 0 1
3	1 0 0
4	0 0 1
5	1 0 0
6	0 1 0
7	0 1 0
8	0 1 0
9	0 0 1
10	0 0 1
11	1 0 0
12	0 1 0
13	0 0 1
14	0 0 1
15	0 0 1
16	0 0 1
17	0 0 1
18	1 0 0
19	0 0 1
20	0 0 1
21	0 0 1
22	0 0 1
23	0 0 1
24	1 0 0
25	1 0 0
26	0 0 1
27	0 1 0
28	0 0 1
29	1 0 0
30	0 1 0
31	0 0 1
32	1 0 0
33	0 0 1
34	1 0 0
35	0 0 1
36	1 0 0
37	1 0 0
38	0 1 0
39	1 0 0
40	0 0 1
41	0 1 0
42	1 0 0
43	0 0 1
44	0 0 1
45	0 0 1
46	0 0 1
47	0 1 0
48	1 0 0
49	0 1 0
50	1 0 0
51	0 0 1
52	0 0 1
53	1 0 0
54	0 1 0
55	0 0 1
56	1 0 0
57	0 1 0
58	0 0 1
59	1 0 0
60	1 0 0
61	1 0 0
62	0 1 0
63	1 0 0
64	0 0 1
65	0 0 1
66	1 0 0
67	1 0 0
68	1 0 0
69	0 0 1
70	0 0 1
71	0 0 1
72	0 0 1
73	1 0 0
74	1 0 0
75	0 0 1
76	0 0 1
77	0 1 0
78	0 0 1
79	0 1 0
80	1 0 0
81	0 1 0
82	0 0 1
83	0 0 1
84	0 0 1
85	1 0 0
86	0 0 1
87	0 1 0
88	1 0 0
89	0 0 1
90	0 0 1
91	1 0 0
92	0 1 0
93	0 1 0
94	1 0 0
95	0 1 0
96	0 1 0
97	0 1 0
98	0 1 0
99	0 1 0
100	1 0 0
101	1 0 0
102	0 1 0
103	0 0 1
104	0 1 0
105	0 1 0
106	0 0 1
107	0 1 0
108	0 1 0
109	1 0 0
110	0 0 1
111	0 0 1
112	1 0 0
113	1 0 0
114	0 1 0
115	1 0 0
116	1 0 0
117	0 1 0
118	0 0 1
119	1 0 0
120	0 0 1
121	0 0 1
122	0 0 1
123	0 0 1
124	1 0 0
125	0 0 1
126	1 0 0
127	0 1 0
128	0 0 1
129	1 0 0
130	0 0 1
131	0 0 1
132	0 0 1
133	0 1 0
134	1 0 0
135	0 0 1
136	1 0 0
137	0 0 1
138	0 0 1
139	0 0 1
140	1 0 0
141	0 0 1
142	1 0 0
143	1 0 0
144	0 1 0
145	0 0 1
146	0 1 0
147	1 0 0
148	1 0 0
149	0 0 1
150	0 1 0
151	0 0 1
152	0 1 0
153	0 0 1
154	0 0 1
155	0 1 0
156	0 1 0
157	0 1 0
158	0 0 1
159	1 0 0
160	0 0 1
161	0 0 1
162	0 0 1
163	0 1 0
164	0 1 0
165	0 0 1
166	1 0 0
167	0 0 1
168	0 0 1
169	0 1 0
170	0 1 0
171	0 0 1
172	0 0 1
173	0 1 0
174	1 0 0
175	0 0 1
176	0 1 0
177	0 0 1
178	1 0 0
179	1 0 0
180	0 1 0
181	1 0 0
182	0 0 1
183	1 0 0
184	1 0 0
185	1 0 0
186	0 0 1
187	0 0 1
188	0 0 1
189	0 0 1
190	0 1 0
191	1 0 0
192	0 0 1
193	0 1 0
194	0 1 0
195	0 0 1
196	0 0 1
197	1 0 0
198	1 0 0
