0	2	2439
0	0	3714
1	2	2053
1	0	2260
1	2	1679
1	0	1677
2	2	4007
3	1	624
3	0	3040
3	2	3030
3	2	466
4	1	2400
4	2	4281
4	0	4478
4	2	3498
5	1	2691
5	1	3778
6	0	2698
6	1	3565
6	2	1311
6	0	685
6	1	1213
7	0	3128
7	2	2194
8	2	83
8	2	2561
8	0	3662
9	2	377
10	1	319
10	1	699
10	2	3693
10	2	689
11	1	578
11	0	4680
11	2	2675
11	2	1178
11	2	2423
12	0	858
13	1	513
13	0	3894
13	2	4621
14	2	1050
14	2	4856
14	0	2467
14	1	1300
15	2	1881
15	1	2679
15	1	3511
15	0	4097
15	0	518
16	1	1384
16	2	4833
16	2	2606
16	1	4092
17	2	1326
17	0	543
17	1	722
18	2	4672
18	1	2369
18	1	4829
18	0	404
19	0	2299
19	0	2229
19	2	177
19	1	2190
20	0	486
21	1	2523
21	0	4694
21	0	1184
22	0	4705
22	2	548
23	0	2054
23	1	4737
23	0	2863
24	2	3082
25	1	1351
26	1	3581
26	1	1863
27	0	4683
28	2	4548
28	0	4684
28	0	863
28	2	2139
28	2	83
29	2	4974
29	1	1613
29	1	2855
29	0	145
29	0	4949
30	2	2039
31	0	1744
31	1	4771
31	2	3358
31	1	3168
32	1	2884
32	1	3411
32	0	4674
33	0	943
33	1	4732
33	1	77
33	0	2845
33	1	4315
34	0	652
35	0	755
35	1	575
35	0	1702
35	2	1885
35	0	4107
36	1	2769
36	0	2037
36	0	766
36	1	1489
36	2	1068
37	2	2547
37	1	672
37	2	846
37	1	3855
37	2	4644
38	2	4191
38	2	966
38	2	1562
38	2	355
38	2	4080
39	1	2038
39	0	2617
40	0	955
40	1	831
41	2	2754
41	0	1807
41	2	1045
42	0	139
43	2	4556
43	2	582
43	2	2413
44	1	4307
44	1	2367
44	1	3468
44	2	2276
44	1	4893
45	2	2410
46	0	4116
46	1	1037
46	0	2366
47	0	1637
47	2	1028
47	2	3412
47	2	783
47	2	815
48	0	4877
49	0	2875
50	1	3679
50	0	2258
50	0	2580
50	2	1997
50	1	528
51	2	4516
51	1	2070
51	2	1237
51	1	137
52	0	1565
52	2	1011
52	0	4365
52	0	4539
52	1	1799
53	2	3642
54	2	301
54	1	905
54	2	3213
54	0	3583
54	1	1732
55	1	2129
55	1	3031
55	2	2457
55	0	1282
55	2	3360
56	0	4828
56	2	4489
56	0	4003
56	0	4737
57	0	1765
57	2	4104
57	2	2125
57	2	882
58	0	2972
58	1	1989
59	0	2252
59	2	2839
59	0	2652
60	1	3172
61	2	4925
61	1	3271
61	2	1627
62	2	1168
62	2	2612
62	2	4683
62	1	1906
62	1	1007
63	2	2759
63	2	3625
63	2	1776
63	0	3105
63	0	1194
64	2	897
64	0	2631
64	0	866
64	1	4250
65	2	218
65	2	437
65	1	2632
65	0	1247
65	2	1928
66	2	3800
66	2	1279
67	1	2356
67	1	967
67	2	3842
67	1	1669
67	1	2607
68	1	2199
68	1	1308
68	2	4869
68	1	1140
69	2	4168
69	1	1301
69	1	2455
69	1	341
70	1	131
70	2	3148
70	0	260
71	0	3426
72	0	973
72	1	1770
73	2	3368
74	1	1602
74	2	2390
74	2	2485
74	0	547
74	1	3369
75	1	845
75	2	4068
75	2	2809
76	0	365
76	0	1738
76	2	4368
76	0	3953
77	1	919
78	1	4547
79	0	2515
79	1	1468
80	1	346
80	2	3385
80	1	4702
80	2	1576
