0	0 1 0
1	1 0 0
2	0 1 0
3	1 0 0
4	0 1 0
5	0 1 0
6	1 0 0
7	0 0 1
8	0 1 0
9	0 1 0
10	0 0 1
11	0 1 0
12	1 0 0
13	1 0 0
14	1 0 0
15	1 0 0
16	0 0 1
17	0 0 1
18	1 0 0
19	0 1 0
20	1 0 0
21	1 0 0
22	1 0 0
23	0 1 0
24	1 0 0
25	0 1 0
26	0 1 0
27	1 0 0
28	0 0 1
29	0 1 0
30	0 1 0
31	1 0 0
32	0 1 0
33	1 0 0
34	1 0 0
35	0 1 0
36	0 1 0
37	0 0 1
38	0 0 1
39	1 0 0
40	0 1 0
41	0 0 1
42	0 1 0
43	0 1 0
44	1 0 0
45	1 0 0
46	1 0 0
47	0 0 1
48	0 0 1
49	1 0 0
50	0 0 1
51	0 0 1
52	0 0 1
53	1 0 0
54	0 0 1
55	1 0 0
56	1 0 0
57	0 0 1
58	1 0 0
59	1 0 0
60	0 1 0
61	0 1 0
62	1 0 0
63	1 0 0
64	0 1 0
65	0 1 0
66	0 1 0
67	0 1 0
68	0 1 0
69	0 1 0
70	0 1 0
71	0 0 1
72	1 0 0
73	0 0 1
74	0 0 1
75	0 1 0
76	0 1 0
77	0 0 1
78	1 0 0
79	1 0 0
80	0 1 0
81	0 0 1
82	1 0 0
83	0 0 1
84	0 0 1
85	1 0 0
86	0 0 1
87	0 0 1
88	0 1 0
89	0 0 1
90	0 0 1
91	1 0 0
92	0 1 0
93	0 0 1
94	1 0 0
95	0 0 1
96	1 0 0
97	0 1 0
98	0 1 0
99	0 0 1
100	0 1 0
101	1 0 0
102	1 0 0
103	0 1 0
104	0 1 0
105	0 0 1
106	1 0 0
107	0 1 0
108	0 0 1
109	1 0 0
110	0 1 0
111	0 1 0
112	0 0 1
113	1 0 0
114	1 0 0
115	1 0 0
116	1 0 0
117	0 1 0
118	1 0 0
119	0 0 1
120	1 0 0
121	0 1 0
122	0 0 1
123	0 1 0
124	1 0 0
125	1 0 0
126	0 0 1
127	1 0 0
128	1 0 0
129	0 1 0
130	0 0 1
131	1 0 0
132	0 1 0
133	0 1 0
134	1 0 0
135	1 0 0
136	1 0 0
137	0 1 0
138	0 1 0
139	0 1 0
140	0 1 0
141	0 0 1
142	0 1 0
143	0 0 1
144	1 0 0
145	1 0 0
146	0 0 1
