0	0	0	
1	0	0	
2	1	1	
3	1	1	
4	0	0	
5	1	1	
6	0	0	
7	0	0	
8	0	0	
9	0	0	
10	0	0	
11	1	0	
12	0	1	
13	0	0	
14	1	0	
15	0	1	
16	1	0	
17	0	1	
18	1	0	
19	0	0	
20	0	1	
21	0	0	
22	1	0	
23	1	0	
24	0	0	
25	1	0	
26	0	1	
27	1	0	
28	0	1	
29	1	1	
30	1	1	
31	0	0	
32	1	1	
33	1	0	
34	0	0	
35	0	0	
36	0	0	
37	0	0	
38	1	0	
39	0	0	
40	0	1	
41	0	0	
42	0	0	
43	1	0	
44	0	1	
45	0	1	
46	1	0	
47	0	0	
48	0	0	
49	0	0	
50	0	0	
51	1	1	
52	0	1	
53	1	1	
54	0	0	
55	0	0	
56	1	1	
57	1	0	
58	0	0	
59	0	1	
60	0	0	
61	1	0	
62	1	0	
63	1	0	
64	0	0	
65	0	0	
66	1	1	
67	0	0	
68	0	0	
69	0	0	
70	1	1	
71	0	1	
72	1	1	
73	0	0	
74	1	1	
75	1	0	
76	1	0	
77	0	0	
78	1	0	
79	1	1	
80	0	0	
81	0	1	
82	0	0	
83	0	0	
84	1	0	
85	1	1	
86	1	0	
87	1	1	
88	1	1	
89	1	1	
90	0	0	
91	0	0	
92	0	0	
93	0	0	
94	0	0	
95	0	0	
96	1	1	
97	0	0	
98	1	0	
99	0	0	
100	1	1	
101	0	0	
102	0	0	
103	0	0	
104	1	1	
105	0	0	
106	0	0	
107	0	1	
108	0	0	
109	0	0	
110	0	0	
111	0	0	
112	0	0	
113	0	1	
114	1	0	
115	0	0	
116	1	0	
117	1	1	
118	1	1	
119	0	0	
120	0	1	
121	0	0	
122	0	1	
123	1	0	
124	0	0	
125	0	0	
126	0	0	
127	1	1	
128	0	0	
129	0	0	
130	0	0	
131	0	1	
132	1	1	
133	1	0	
134	1	0	
135	0	0	
136	1	0	
137	0	0	
138	1	0	
139	0	1	
140	0	1	
141	0	0	
142	0	0	
143	0	0	
144	0	0	
145	0	0	
146	0	0	
147	1	0	
148	0	0	
149	1	1	
150	1	1	
151	0	0	
152	0	0	
153	1	1	
154	0	0	
155	0	1	
156	0	0	
157	1	0	
158	1	1	
159	0	0	
160	1	0	
161	0	0	
162	0	0	
163	0	0	
164	1	0	
165	1	0	
166	0	0	
167	0	1	
168	1	0	
169	1	1	
170	0	0	
171	1	1	
172	1	1	
173	0	0	
174	1	0	
175	0	0	
176	0	0	
177	1	1	
178	0	1	
179	1	1	
180	1	0	
181	1	1	
182	0	1	
183	0	0	
184	1	0	
185	0	0	
186	1	1	
187	1	0	
188	0	0	
189	0	0	
190	1	0	
191	0	0	
192	0	0	
193	0	0	
194	1	1	
195	1	0	
196	1	0	
197	0	0	
198	0	0	
199	0	0	
200	0	1	
201	1	1	
202	0	0	
203	1	1	
204	0	0	
205	0	0	
206	1	0	
207	0	0	
208	0	0	
209	0	0	
210	0	1	
211	1	0	
212	0	0	
213	0	0	
214	1	1	
215	0	0	
216	0	1	
217	1	0	
218	0	0	
219	1	1	
220	0	0	
221	0	0	
222	1	0	
223	0	0	
224	1	1	
225	0	0	
226	1	0	
227	1	1	
228	1	0	
229	1	0	
230	0	0	
231	0	0	
232	0	0	
233	0	0	
234	0	0	
235	0	0	
236	1	1	
237	0	0	
238	1	1	
239	0	0	
240	0	1	
241	0	0	
242	0	0	
243	0	0	
244	1	1	
245	1	0	
246	1	0	
247	0	1	
248	1	0	
249	0	1	
250	0	0	
251	0	0	
252	1	0	
253	1	1	
254	1	1	
255	1	0	
256	1	0	
257	1	1	
258	0	1	
259	0	0	
260	1	1	
261	0	0	
262	1	1	
263	1	0	
264	0	0	
265	1	0	
266	0	0	
267	1	0	
268	0	0	
269	0	0	
270	0	0	
271	0	0	
272	0	0	
273	0	0	
274	1	0	
275	0	0	
276	0	0	
277	0	0	
278	0	0	
279	0	0	
280	1	1	
281	1	0	
282	1	1	
283	1	0	
284	0	0	
285	0	0	
286	1	0	
287	0	0	
288	1	0	
289	0	0	
290	0	0	
291	0	1	
292	1	0	
293	1	1	
294	1	1	
295	0	0	
296	1	1	
297	0	1	
298	0	0	
299	0	0	
300	1	0	
301	0	0	
302	0	0	
303	1	1	
304	1	0	
305	0	0	
306	1	0	
307	0	1	
308	0	0	
309	0	0	
310	1	0	
311	1	0	
312	0	0	
313	0	0	
314	1	1	
315	1	1	
316	0	1	
317	0	0	
318	1	1	
319	0	0	
320	0	0	
321	1	0	
322	0	0	
323	1	0	
324	1	0	
325	1	0	
326	0	0	
327	0	1	
328	0	0	
329	0	0	
330	1	1	
331	0	0	
332	1	0	
333	1	0	
334	1	1	
335	0	0	
336	0	0	
337	1	1	
338	0	0	
339	1	0	
340	0	0	
341	0	0	
342	0	0	
343	1	1	
344	1	0	
345	0	0	
346	0	0	
347	1	1	
348	0	0	
349	0	0	
350	0	0	
351	1	1	
352	0	0	
353	0	0	
354	1	1	
355	1	0	
356	0	0	
357	0	1	
358	1	0	
359	0	0	
360	0	0	
361	0	0	
362	1	1	
363	0	0	
364	1	1	
365	0	0	
366	0	1	
367	0	0	
368	1	1	
369	0	0	
370	0	0	
371	1	1	
372	1	0	
373	1	1	
374	0	0	
375	1	1	
376	0	1	
377	0	0	
378	0	1	
379	0	1	
380	0	0	
381	1	1	
382	1	1	
383	0	0	
384	0	0	
385	0	0	
386	0	0	
387	0	0	
388	0	1	
389	1	1	
390	0	0	
391	1	1	
392	1	0	
393	1	0	
394	1	1	
395	1	0	
396	0	1	
397	1	0	
398	0	1	
399	0	0	
400	0	0	
401	0	0	
402	0	0	
403	0	0	
404	0	0	
405	1	0	
406	0	0	
407	0	0	
408	0	0	
409	1	1	
410	1	1	
411	0	0	
412	1	0	
413	1	0	
414	0	0	
415	1	0	
416	0	0	
417	1	0	
418	1	0	
419	0	0	
420	0	0	
421	1	1	
422	1	1	
423	0	0	
424	0	0	
425	1	0	
426	0	0	
427	1	0	
428	1	0	
429	0	1	
430	1	1	
431	1	0	
432	0	0	
433	0	0	
434	0	1	
435	0	0	
436	0	0	
437	0	1	
438	0	0	
439	0	0	
440	1	0	
441	0	0	
442	0	0	
443	0	0	
444	0	1	
445	1	1	
446	0	0	
447	1	1	
448	0	0	
449	0	0	
450	0	0	
451	0	0	
452	1	1	
453	0	0	
454	0	0	
455	0	0	
456	0	0	
457	0	1	
458	0	0	
459	0	0	
460	1	0	
461	1	1	
462	1	1	
463	0	0	
464	0	0	
465	1	0	
466	1	0	
467	0	1	
468	1	1	
469	0	1	
470	0	0	
471	1	0	
472	1	1	
473	1	0	
474	0	0	
475	1	1	
476	0	0	
477	0	0	
478	0	0	
479	0	0	
480	0	0	
481	1	0	
482	0	0	
483	0	0	
484	1	0	
485	1	1	
486	0	0	
487	0	0	
488	1	0	
489	0	0	
490	0	0	
