0	0 1 0 0 0 0
1	0 1 0 0 0 0
2	0 0 1 0 0 0
3	0 0 0 0 1 0
4	1 0 0 0 0 0
5	0 1 0 0 0 0
6	0 1 0 0 0 0
7	0 0 0 0 0 1
8	0 0 0 0 1 0
9	1 0 0 0 0 0
10	0 0 0 0 1 0
11	1 0 0 0 0 0
12	0 1 0 0 0 0
13	1 0 0 0 0 0
14	1 0 0 0 0 0
15	0 0 0 1 0 0
16	0 0 0 1 0 0
17	0 0 0 1 0 0
18	1 0 0 0 0 0
19	0 0 1 0 0 0
20	0 0 0 0 0 1
21	1 0 0 0 0 0
22	0 0 0 0 0 1
23	0 0 0 1 0 0
24	0 0 0 0 1 0
25	0 0 0 0 0 1
26	0 0 0 0 0 1
27	1 0 0 0 0 0
28	0 1 0 0 0 0
29	0 0 0 0 1 0
30	1 0 0 0 0 0
31	0 0 1 0 0 0
32	1 0 0 0 0 0
33	0 0 0 1 0 0
34	0 0 1 0 0 0
35	1 0 0 0 0 0
36	0 0 0 0 1 0
37	1 0 0 0 0 0
38	1 0 0 0 0 0
39	1 0 0 0 0 0
40	0 0 0 1 0 0
41	1 0 0 0 0 0
42	0 0 0 0 0 1
43	0 0 0 0 0 1
44	0 0 0 0 1 0
45	0 0 0 1 0 0
46	0 0 0 0 0 1
47	0 1 0 0 0 0
48	0 1 0 0 0 0
49	0 0 1 0 0 0
50	1 0 0 0 0 0
51	0 0 0 0 0 1
52	0 0 0 1 0 0
53	0 0 0 0 0 1
54	0 0 0 1 0 0
55	0 0 0 1 0 0
56	1 0 0 0 0 0
57	0 0 0 1 0 0
58	0 0 0 1 0 0
59	1 0 0 0 0 0
60	0 0 0 0 1 0
61	0 0 1 0 0 0
62	0 1 0 0 0 0
63	0 0 0 0 0 1
64	0 0 1 0 0 0
65	0 0 0 0 1 0
66	0 1 0 0 0 0
67	0 0 0 1 0 0
68	1 0 0 0 0 0
69	1 0 0 0 0 0
70	0 0 1 0 0 0
71	1 0 0 0 0 0
72	0 0 1 0 0 0
73	0 0 0 0 1 0
74	1 0 0 0 0 0
75	0 0 1 0 0 0
76	0 0 1 0 0 0
77	1 0 0 0 0 0
78	0 0 0 1 0 0
79	1 0 0 0 0 0
80	0 0 1 0 0 0
81	0 0 0 1 0 0
82	1 0 0 0 0 0
83	1 0 0 0 0 0
84	0 0 0 0 0 1
85	0 0 0 0 0 1
86	0 0 0 1 0 0
87	0 0 0 1 0 0
88	0 0 0 0 0 1
89	0 0 0 0 1 0
90	0 1 0 0 0 0
91	0 0 0 1 0 0
92	0 0 0 0 0 1
93	0 0 1 0 0 0
94	0 0 0 0 1 0
95	0 0 0 1 0 0
96	1 0 0 0 0 0
97	0 0 1 0 0 0
98	0 0 1 0 0 0
99	0 0 1 0 0 0
100	0 0 0 0 0 1
101	0 1 0 0 0 0
102	0 0 0 1 0 0
103	1 0 0 0 0 0
104	1 0 0 0 0 0
105	0 1 0 0 0 0
106	0 1 0 0 0 0
107	0 0 0 0 1 0
108	1 0 0 0 0 0
109	0 1 0 0 0 0
110	1 0 0 0 0 0
111	0 0 0 1 0 0
112	0 0 0 0 1 0
113	1 0 0 0 0 0
114	0 0 1 0 0 0
115	0 1 0 0 0 0
116	1 0 0 0 0 0
117	0 0 0 1 0 0
118	1 0 0 0 0 0
119	0 0 0 0 0 1
120	0 0 0 0 1 0
121	0 1 0 0 0 0
122	0 0 0 1 0 0
123	0 1 0 0 0 0
124	0 0 1 0 0 0
