12025	1
5845	1
2953	1
7798	1
8132	1
7629	1
1997	1
14887	1
9723	1
5147	1
1686	1
7405	1
8989	1
6876	1
1564	1
1914	1
8833	1
8170	1
5015	1
10097	1
13011	1
2452	1
8551	1
2941	1
9586	1
9996	1
9614	1
13886	1
6610	1
11262	1
5292	1
7898	1
11234	1
2618	1
10937	1
1526	1
13828	1
10379	1
14116	1
9328	1
8624	1
11529	1
9958	1
5181	1
14462	1
8696	1
1458	1
13595	1
2293	1
14790	1
659	1
5555	1
11845	1
9703	1
12982	1
11481	1
3974	2
3773	1
3484	1
12967	1
2290	1
6512	1
10224	1
5637	2
6320	1
259	1
6400	1
10565	1
3538	1
6579	1
5497	1
4591	1
2177	1
842	1
5952	1
621	1
6807	1
6646	1
11746	1
7022	1
2651	1
10908	1
2547	1
11540	1
5877	1
6133	1
12241	1
4512	1
2678	1
8670	1
12576	1
6868	1
14845	1
14813	1
1852	1
10649	1
636	1
10112	1
9552	1
7419	1
12329	1
6551	1
9025	1
11095	1
4235	1
13786	2
1600	1
341	1
1557	1
3763	1
5343	1
869	1
3158	1
440	1
9147	1
4796	1
12559	1
7060	1
11407	1
2152	1
8105	1
6130	1
13746	1
6657	1
3803	1
1122	2
4531	1
1355	1
12314	1
13567	1
9228	1
3051	1
384	1
10075	1
8875	1
3346	1
9245	1
2662	1
9850	1
11241	1
14657	1
1163	1
4655	0
1238	1
14192	1
13639	1
10208	1
9045	1
11218	2
10345	1
827	1
5722	2
4322	1
11763	1
5408	1
7754	1
8737	1
12979	1
1360	2
4131	1
9353	1
8925	1
2985	1
2257	1
13398	1
628	1
3623	1
9950	1
12248	1
2964	1
12536	1
14696	1
10428	1
9857	1
8709	1
4808	1
9846	1
3870	1
4456	1
10211	1
12687	1
8673	1
14785	1
2801	1
6485	1
14052	1
6025	1
7516	1
10881	1
6202	1
11259	1
14556	1
11205	1
14366	1
3514	1
3650	1
3058	1
994	1
12037	1
3548	1
5483	1
7583	1
9397	1
3373	1
241	1
9307	1
8639	1
9702	1
7238	1
13271	1
579	1
4857	1
7247	1
7701	1
10910	1
8286	1
3377	1
9502	1
9722	1
5269	1
14809	1
5530	1
1540	1
14344	1
3308	1
12644	1
3906	1
13217	1
4034	2
14714	1
966	1
778	1
8107	1
13789	1
14066	1
12899	1
7540	1
2470	1
14831	1
3154	1
3792	1
5591	1
13877	1
10778	1
13293	1
10010	1
5177	1
2810	1
14247	2
13255	1
2041	1
12322	1
14198	1
12028	1
6813	1
14286	1
7759	1
8644	1
14299	1
825	1
8507	1
13002	1
14596	1
11500	1
5770	1
7905	1
11412	1
14371	1
116	1
4926	1
12759	1
14576	1
1975	1
9654	1
14725	1
6162	1
2417	1
8191	1
5524	2
8732	1
5822	1
9837	1
3447	2
6866	1
5678	1
8886	1
4084	1
6328	1
9169	1
13582	1
2516	1
5184	1
5650	1
12483	1
2157	1
4807	1
6641	1
10390	1
7723	1
5517	1
13860	1
2788	1
8895	1
9065	1
13178	1
14228	1
5452	1
9363	1
2015	1
14901	1
8109	1
9690	1
6706	1
4216	1
6675	1
6872	1
9258	1
11860	1
11836	1
10403	1
9780	1
8754	1
8217	1
14690	1
1423	1
4552	1
8246	1
2770	1
6629	1
3319	1
13206	1
8168	1
7783	1
10322	1
2454	1
7602	1
2908	1
11613	1
5228	1
11857	1
12931	1
12766	1
5381	1
13973	1
8457	1
4275	1
1917	1
4148	1
41	2
8856	1
2334	1
2865	1
3304	1
3104	1
4821	1
9092	1
6719	1
9789	1
14722	1
10245	1
13391	1
5993	1
5733	1
9029	1
13351	1
11995	1
4403	1
6709	1
13948	1
4621	1
13985	2
10826	1
4153	1
1453	1
2055	1
4944	1
12258	1
11446	1
12344	1
11624	1
11784	1
2830	1
13555	1
11975	1
10820	0
11727	1
2721	1
4765	1
9689	1
12239	1
8518	1
224	1
9468	2
1477	1
13510	1
2497	1
10622	1
11820	1
11165	1
6599	1
411	1
5109	1
6224	1
13729	1
1870	2
11981	1
681	1
14057	1
12019	1
7294	1
11072	1
4835	1
4014	1
9116	1
9257	1
11419	1
1698	1
9148	1
4301	1
6691	1
14321	1
5836	1
6529	1
